INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
1407	npc_B2	461	50001	6	0	0	1000	17	-14	1	0
1408	npc_B2	462	50001	6	0	0	1000	17	-15	1	0
1409	npc_B2	463	50001	6	0	0	1000	17	-16	1	0
1410	npc_B2	464	50001	6	0	0	1000	17	-17	1	0
1411	npc_B2	465	50001	6	0	0	1000	16	-17	1	0
1412	npc_B2	466	50001	6	0	0	1000	15	-17	1	1810
1413	npc_B2	467	50001	6	0	0	1000	14	-17	1	0
1414	npc_B2	468	50001	6	0	0	1000	13	-17	1	0
1415	npc_B2	469	50001	6	0	0	1000	12	-17	1	0
1416	npc_B2	470	50001	6	0	0	1000	11	-17	1	0
1417	npc_B2	471	50001	6	0	0	1000	10	-17	1	0
1418	npc_B2	472	50001	6	0	0	1000	9	-17	1	480
1419	npc_B2	473	50001	6	0	0	1000	8	-17	1	0
1420	npc_B2	474	50001	6	0	0	1000	7	-17	1	0
1421	npc_B2	475	50001	6	0	0	1000	6	-17	1	0
1422	npc_B2	476	50001	6	0	0	1000	5	-17	1	0
1423	npc_B2	477	50001	6	0	0	1000	4	-17	1	0
1424	npc_B2	478	50001	6	0	0	1000	3	-17	1	0
1425	npc_B2	479	50001	6	0	0	1000	2	-17	1	0
1426	npc_B2	480	50001	6	0	0	1000	1	-17	1	0
1427	npc_B2	481	50001	6	0	0	1000	0	-17	1	0
1428	npc_B2	482	50001	6	0	0	1000	-1	-17	1	0
1429	npc_B2	483	50001	6	0	0	1000	-2	-17	1	0
1430	npc_B2	484	50001	6	0	0	1000	-3	-17	1	0
1431	npc_B2	485	50001	6	0	0	1000	-4	-17	1	0
1432	npc_B2	486	50001	6	0	0	1000	-5	-17	1	0
1433	npc_B2	487	50001	6	0	0	1000	-6	-17	1	0
1434	npc_B2	488	50001	6	0	0	1000	-7	-17	1	0
1435	npc_B2	489	50001	6	0	0	1000	-8	-17	1	316
1436	npc_B2	490	50001	6	0	0	1000	-9	-17	1	0
1437	npc_B2	491	50001	6	0	0	1000	-10	-17	1	0
1438	npc_B2	492	50001	6	0	0	1000	-11	-17	1	0
1439	npc_B2	493	50001	6	0	0	1000	-12	-17	1	0
1440	npc_B2	494	50001	6	0	0	1000	-13	-17	1	0
1441	npc_B2	495	50001	6	0	0	1000	-13	4	1	2502
1442	npc_B2	496	50001	6	0	0	1000	-13	3	1	465
1443	npc_B2	497	50001	6	0	0	1000	-13	1	1	0
1444	npc_B2	498	50001	6	0	0	1000	-13	2	1	0
1445	npc_B2	499	50001	6	0	0	1000	-13	0	1	0
1446	npc_B2	500	50001	6	0	0	1000	-13	-1	1	0
1447	npc_B2	501	50001	6	0	0	1000	-13	-2	1	0
1448	npc_B2	502	50001	6	0	0	1000	-13	-3	1	0
1449	npc_B2	503	50001	6	0	0	1000	-13	-4	1	0
1450	npc_B2	504	50001	6	0	0	1000	-13	-5	1	0
1451	npc_B2	505	50001	6	0	0	1000	-13	-6	1	0
1452	npc_B2	506	50001	6	0	0	1000	-13	-7	1	0
1453	npc_B2	507	50001	6	0	0	1000	-13	-8	1	0
1454	npc_B2	508	50001	6	0	0	1000	-13	-9	1	0
1455	npc_B2	509	50001	6	0	0	1000	-13	-10	1	0
1456	npc_B2	510	50001	6	0	0	1000	-13	-11	1	0
1457	npc_B2	511	50001	6	0	0	1000	-13	-12	1	0
1458	npc_B2	512	50001	6	0	0	1000	-13	-13	1	0
1459	npc_B2	513	50001	6	0	0	1000	-13	-14	1	0
1460	npc_B2	514	50001	6	0	0	1000	-13	-15	1	0
1461	npc_B2	515	50001	6	0	0	1000	-13	-16	1	0
1462	npc_B2	516	20004	2	2	0	2550	5	-14	1	1347516
1463	npc_B2	517	40001	6	2	1	17000	-1	17	1	2699312
1464	npc_B2	518	40002	6	2	1	17000	-12	15	1	2686861
1465	npc_B2	521	40003	6	0	1	15000	-12	0	1	17997469
1466	npc_B2	525	40002	6	2	1	17000	13	17	1	2699649
1467	npc_B2	526	40001	6	2	0	17000	-8	-16	1	2687433
1468	npc_B2	527	40002	6	2	0	17000	13	-16	1	2675310
1469	npc_B2	528	50001	6	0	0	1000	3	18	1	0
1477	npc_B2	541	40001	6	2	1	17000	-12	-8	1	2699685
1478	npc_B2	543	40002	6	0	1	6000	-1	22	1	16321
1479	npc_B2	544	40001	6	0	1	6000	13	22	1	299680
1480	npc_B3	40	30001	7	0	0	8000	-25	0	1	1798001
1481	npc_B3	198	40001	6	2	0	17000	1	0	1	2696138
1482	npc_B3	368	30002	3	0	0	4000	-21	-8	1	0
1483	npc_B3	1	10001	5	3	1	100000	-5	-10	1	57597781
1610	npc_B3	367	60003	4	0	0	0	24	-29	1	9000
1611	npc_B3	373	20001	0	5	0	24000	1	11	1	21415001
1612	npc_B3	374	20001	0	5	0	24000	1	5	1	21448924
1613	npc_B3	375	20002	1	5	0	24000	7	11	1	21492646
1614	npc_B3	376	20002	1	5	0	24000	7	5	1	21544994
1615	npc_B3	377	50001	6	0	0	1000	17	3	1	0
1616	npc_B3	378	50001	6	0	0	1000	17	2	1	0
1617	npc_B3	379	50001	6	0	0	1000	17	1	1	0
1618	npc_B3	380	50001	6	0	0	1000	17	0	1	0
1619	npc_B3	381	50001	6	0	0	1000	17	-1	1	0
1620	npc_B3	382	50001	6	0	0	1000	17	-2	1	0
1621	npc_B3	383	50001	6	0	0	1000	17	-3	1	0
1622	npc_B3	384	40002	6	2	0	17000	-1	-14	1	2684097
1623	npc_B3	385	20003	2	3	0	4750	-8	13	1	2021683
1624	npc_B3	386	50001	6	0	0	1000	17	4	1	0
1625	npc_B3	387	50001	6	0	0	1000	17	5	1	3000
1626	npc_B3	388	50001	6	0	0	1000	17	6	1	2060
1627	npc_B3	389	50001	6	0	0	1000	17	7	1	0
1628	npc_B3	390	50001	6	0	0	1000	17	8	1	2909
1629	npc_B3	391	50001	6	0	0	1000	17	9	1	0
1630	npc_B3	392	50001	6	0	0	1000	17	10	1	3000
1631	npc_B3	393	50001	6	0	0	1000	17	11	1	1870
1632	npc_B3	394	50001	6	0	0	1000	17	12	1	0
1633	npc_B3	395	40002	6	2	0	17000	13	4	1	2687215
1634	npc_B3	396	50001	6	0	0	1000	17	13	1	0
1635	npc_B3	397	50001	6	0	0	1000	17	14	1	0
1636	npc_B3	398	50001	6	0	0	1000	17	16	1	0
1637	npc_B3	399	50001	6	0	0	1000	17	15	1	0
1638	npc_B3	400	50001	6	0	0	1000	-8	21	1	0
1639	npc_B3	401	50001	6	0	0	1000	-6	21	1	0
1640	npc_B3	402	50001	6	0	0	1000	-7	21	1	0
1641	npc_B3	403	50001	6	0	0	1000	-5	21	1	0
1642	npc_B3	404	50001	6	0	0	1000	-4	21	1	0
1643	npc_B3	405	50001	6	0	0	1000	-9	21	1	0
1644	npc_B3	406	50001	6	0	0	1000	-3	21	1	0
1645	npc_B3	407	50001	6	0	0	1000	-2	21	1	0
1646	npc_B3	408	50001	6	0	0	1000	0	21	1	0
1647	npc_B3	409	50001	6	0	0	1000	-1	21	1	0
1648	npc_B3	410	50001	6	0	0	1000	1	21	1	0
1649	npc_B3	411	50001	6	0	0	1000	2	21	1	1406
1650	npc_B3	412	50001	6	0	0	1000	3	21	1	0
1651	npc_B3	413	50001	6	0	0	1000	12	19	1	0
1652	npc_B3	417	50001	6	0	0	1000	3	20	1	0
1653	npc_B3	418	50001	6	0	0	1000	12	18	1	0
1654	npc_B3	419	50001	6	0	0	1000	12	20	1	0
1655	npc_B3	420	50001	6	0	0	1000	17	17	1	704
1656	npc_B3	421	50001	6	0	0	1000	17	18	1	0
1657	npc_B3	422	50001	6	0	0	1000	3	19	1	0
1658	npc_B3	423	50001	6	0	0	1000	12	21	1	0
1659	npc_B3	424	50001	6	0	0	1000	13	21	1	0
1660	npc_B3	425	50001	6	0	0	1000	14	21	1	0
1661	npc_B3	426	50001	6	0	0	1000	15	21	1	0
1662	npc_B3	427	50001	6	0	0	1000	16	21	1	0
1663	npc_B3	428	50001	6	0	0	1000	17	19	1	0
1664	npc_B3	429	50001	6	0	0	1000	-13	7	1	0
1665	npc_B3	430	50001	6	0	0	1000	-13	6	1	0
1666	npc_B3	431	50001	6	0	0	1000	17	21	1	0
1667	npc_B3	432	50001	6	0	0	1000	-13	5	1	0
1668	npc_B3	433	50001	6	0	0	1000	-13	9	1	0
1669	npc_B3	434	50001	6	0	0	1000	-13	8	1	0
1670	npc_B3	435	50001	6	0	0	1000	-13	10	1	0
1671	npc_B3	436	50001	6	0	0	1000	-13	12	1	0
1672	npc_B3	437	50001	6	0	0	1000	-13	11	1	0
1673	npc_B3	438	50001	6	0	0	1000	-13	13	1	0
1674	npc_B3	439	50001	6	0	0	1000	-13	14	1	0
1675	npc_B3	440	50001	6	0	0	1000	-13	15	1	0
1676	npc_B3	441	50001	6	0	0	1000	-13	16	1	0
1677	npc_B3	442	50001	6	0	0	1000	-13	17	1	0
1678	npc_B3	443	50001	6	0	0	1000	-12	21	1	0
1679	npc_B3	444	50001	6	0	0	1000	-13	21	1	0
1680	npc_B3	445	50001	6	0	0	1000	-11	21	1	0
1681	npc_B3	446	50001	6	0	0	1000	-10	21	1	0
1682	npc_B3	447	50001	6	0	0	1000	-13	18	1	0
1683	npc_B3	448	50001	6	0	0	1000	17	20	1	0
1684	npc_B3	449	50001	6	0	0	1000	-13	20	1	0
1685	npc_B3	450	50001	6	0	0	1000	-13	19	1	0
1686	npc_B3	451	50001	6	0	0	1000	17	-4	1	0
1687	npc_B3	452	50001	6	0	0	1000	17	-5	1	719
1688	npc_B3	453	50001	6	0	0	1000	17	-6	1	0
1689	npc_B3	454	50001	6	0	0	1000	17	-7	1	0
1690	npc_B3	455	50001	6	0	0	1000	17	-8	1	0
1691	npc_B3	456	50001	6	0	0	1000	17	-9	1	0
1692	npc_B3	457	50001	6	0	0	1000	17	-10	1	0
1693	npc_B3	458	50001	6	0	0	1000	17	-11	1	0
1694	npc_B3	459	50001	6	0	0	1000	17	-12	1	0
1695	npc_B3	460	50001	6	0	0	1000	17	-13	1	0
1696	npc_B3	461	50001	6	0	0	1000	17	-14	1	0
1697	npc_B3	462	50001	6	0	0	1000	17	-15	1	0
1698	npc_B3	463	50001	6	0	0	1000	17	-16	1	0
1699	npc_B3	464	50001	6	0	0	1000	17	-17	1	0
1700	npc_B3	465	50001	6	0	0	1000	16	-17	1	0
1701	npc_B3	466	50001	6	0	0	1000	15	-17	1	1810
1702	npc_B3	467	50001	6	0	0	1000	14	-17	1	0
1703	npc_B3	468	50001	6	0	0	1000	13	-17	1	0
1704	npc_B3	469	50001	6	0	0	1000	12	-17	1	0
1705	npc_B3	470	50001	6	0	0	1000	11	-17	1	0
1706	npc_B3	471	50001	6	0	0	1000	10	-17	1	0
1707	npc_B3	472	50001	6	0	0	1000	9	-17	1	480
1708	npc_B3	473	50001	6	0	0	1000	8	-17	1	0
1709	npc_B3	474	50001	6	0	0	1000	7	-17	1	0
1710	npc_B3	475	50001	6	0	0	1000	6	-17	1	0
1711	npc_B3	476	50001	6	0	0	1000	5	-17	1	0
1712	npc_B3	477	50001	6	0	0	1000	4	-17	1	0
1713	npc_B3	478	50001	6	0	0	1000	3	-17	1	0
1714	npc_B3	479	50001	6	0	0	1000	2	-17	1	0
1715	npc_B3	480	50001	6	0	0	1000	1	-17	1	0
1716	npc_B3	481	50001	6	0	0	1000	0	-17	1	0
1717	npc_B3	482	50001	6	0	0	1000	-1	-17	1	0
1718	npc_B3	483	50001	6	0	0	1000	-2	-17	1	0
1719	npc_B3	484	50001	6	0	0	1000	-3	-17	1	0
1720	npc_B3	485	50001	6	0	0	1000	-4	-17	1	0
1721	npc_B3	486	50001	6	0	0	1000	-5	-17	1	0
1722	npc_B3	487	50001	6	0	0	1000	-6	-17	1	0
1723	npc_B3	488	50001	6	0	0	1000	-7	-17	1	0
1724	npc_B3	489	50001	6	0	0	1000	-8	-17	1	316
1725	npc_B3	490	50001	6	0	0	1000	-9	-17	1	0
1726	npc_B3	491	50001	6	0	0	1000	-10	-17	1	0
1727	npc_B3	492	50001	6	0	0	1000	-11	-17	1	0
1728	npc_B3	493	50001	6	0	0	1000	-12	-17	1	0
1729	npc_B3	494	50001	6	0	0	1000	-13	-17	1	0
1730	npc_B3	495	50001	6	0	0	1000	-13	4	1	2502
1731	npc_B3	496	50001	6	0	0	1000	-13	3	1	465
1732	npc_B3	497	50001	6	0	0	1000	-13	1	1	0
1733	npc_B3	498	50001	6	0	0	1000	-13	2	1	0
1734	npc_B3	499	50001	6	0	0	1000	-13	0	1	0
1735	npc_B3	500	50001	6	0	0	1000	-13	-1	1	0
1736	npc_B3	501	50001	6	0	0	1000	-13	-2	1	0
1737	npc_B3	502	50001	6	0	0	1000	-13	-3	1	0
1738	npc_B3	503	50001	6	0	0	1000	-13	-4	1	0
1739	npc_B3	504	50001	6	0	0	1000	-13	-5	1	0
1740	npc_B3	505	50001	6	0	0	1000	-13	-6	1	0
1741	npc_B3	506	50001	6	0	0	1000	-13	-7	1	0
1742	npc_B3	507	50001	6	0	0	1000	-13	-8	1	0
1743	npc_B3	508	50001	6	0	0	1000	-13	-9	1	0
1744	npc_B3	509	50001	6	0	0	1000	-13	-10	1	0
1745	npc_B3	510	50001	6	0	0	1000	-13	-11	1	0
1746	npc_B3	511	50001	6	0	0	1000	-13	-12	1	0
1747	npc_B3	512	50001	6	0	0	1000	-13	-13	1	0
1748	npc_B3	513	50001	6	0	0	1000	-13	-14	1	0
1749	npc_B3	514	50001	6	0	0	1000	-13	-15	1	0
1750	npc_B3	515	50001	6	0	0	1000	-13	-16	1	0
1751	npc_B3	516	20004	2	3	0	4750	5	-14	1	2015296
1752	npc_B3	517	40001	6	2	1	17000	-1	17	1	2699312
1753	npc_B3	518	40002	6	2	1	17000	-12	15	1	2686861
1754	npc_B3	521	40003	6	0	1	15000	-12	0	1	17997469
1755	npc_B3	525	40002	6	2	1	17000	13	17	1	2699649
1756	npc_B3	526	40001	6	2	0	17000	-8	-16	1	2687433
1757	npc_B3	527	40002	6	2	0	17000	13	-16	1	2675310
1758	npc_B3	528	50001	6	0	0	1000	3	18	1	0
1762	npc_B3	541	40001	6	2	1	17000	-12	-8	1	2699685
1763	npc_B3	542	50001	6	0	0	1000	-14	12	1	0
1764	npc_B3	543	40002	6	1	1	12000	-1	22	1	725317
1765	npc_B3	544	40001	6	1	1	12000	13	22	1	727300
1766	npc_B3	545	50001	6	0	0	1000	-14	-9	1	0
1767	npc_B3	546	50001	6	0	0	1000	-15	12	1	0
1768	npc_B3	547	50001	6	0	0	1000	-16	12	1	0
1769	npc_B3	548	50001	6	0	0	1000	-17	12	1	1235
1770	npc_B3	549	50001	6	0	0	1000	-18	12	1	0
1771	npc_B3	550	50001	6	0	0	1000	-19	12	1	0
1772	npc_B3	551	50001	6	0	0	1000	-20	12	1	0
1773	npc_B3	552	50001	6	0	0	1000	-21	12	1	0
1774	npc_B3	553	50001	6	0	0	1000	-22	12	1	0
1775	npc_B3	554	50001	6	0	0	1000	-23	12	1	0
1776	npc_B3	555	50001	6	0	0	1000	-24	12	1	2519
1777	npc_B3	556	50001	6	0	0	1000	-25	12	1	0
1778	npc_B3	557	50001	6	0	0	1000	-26	12	1	0
1779	npc_B3	558	50001	6	0	0	1000	-26	11	1	1038
1780	npc_B3	559	50001	6	0	0	1000	-15	-9	1	0
1781	npc_B3	560	50001	6	0	0	1000	-16	-9	1	0
1782	npc_B3	561	50001	6	0	0	1000	-17	-9	1	0
1783	npc_B3	562	50001	6	0	0	1000	-18	-9	1	0
1784	npc_B3	563	50002	6	0	0	0	5	21	1	0
1785	npc_B3	564	50002	6	0	0	0	7	21	1	0
1786	npc_B3	565	50002	6	0	0	0	9	21	1	0
1787	npc_B3	566	50002	6	0	0	0	11	21	1	0
1788	npc_B3	567	50001	6	0	0	1000	-26	10	1	0
1789	npc_B3	568	50001	6	0	0	1000	-26	9	1	0
1790	npc_B3	569	50001	6	0	0	1000	-26	8	1	0
1791	npc_B3	570	50001	6	0	0	1000	-26	7	1	0
1792	npc_B3	571	50001	6	0	0	1000	-26	6	1	0
1793	npc_B3	572	50001	6	0	0	1000	-26	5	1	0
1794	npc_B3	573	50001	6	0	0	1000	-26	4	1	0
1795	npc_B3	574	50001	6	0	0	1000	-26	3	1	0
1796	npc_B3	575	50001	6	0	0	1000	-26	2	1	0
1797	npc_B3	576	50001	6	0	0	1000	-26	1	1	0
1798	npc_B3	577	50001	6	0	0	1000	-26	0	1	0
1799	npc_B3	578	50001	6	0	0	1000	-26	-1	1	0
1800	npc_B3	579	50001	6	0	0	1000	-26	-2	1	0
1801	npc_B3	580	50001	6	0	0	1000	-26	-3	1	0
1802	npc_B3	581	50001	6	0	0	1000	-26	-4	1	0
1803	npc_B3	582	50001	6	0	0	1000	-26	-5	1	0
1804	npc_B3	583	50001	6	0	0	1000	-26	-6	1	0
1805	npc_B3	584	50001	6	0	0	1000	-26	-7	1	0
1806	npc_B3	585	50001	6	0	0	1000	-26	-8	1	0
1807	npc_B3	586	50001	6	0	0	1000	-26	-9	1	0
1808	npc_B3	587	50001	6	0	0	1000	-19	-9	1	0
1809	npc_B3	588	50001	6	0	0	1000	-20	-9	1	0
1810	npc_B3	589	50001	6	0	0	1000	-21	-9	1	0
1811	npc_B3	590	50001	6	0	0	1000	-22	-9	1	0
1812	npc_B3	591	50001	6	0	0	1000	-23	-9	1	0
1813	npc_B3	592	50001	6	0	0	1000	-24	-9	1	0
1814	npc_B3	594	50001	6	0	0	1000	-25	-9	1	0
1815	npc_B3	598	40001	6	0	0	6000	5	-2	1	300000
1816	npc_B3	599	40002	6	0	0	6000	5	-8	1	0
1817	npc_B3	600	50004	8	0	0	10000	-7	0	1	21599438
1818	npc_B4	40	30001	7	0	0	8000	-25	0	1	1798001
1819	npc_B4	198	40001	6	2	0	17000	1	0	1	2696138
1820	npc_B4	368	30002	3	0	0	4000	-21	-8	1	0
1821	npc_B4	1	10001	5	3	1	100000	-5	-10	1	57597781
1942	npc_B4	367	60003	4	0	0	0	24	-29	1	9000
1943	npc_B4	373	20001	0	5	0	24000	1	11	1	20891833
1944	npc_B4	374	20001	0	5	0	24000	1	5	1	20925756
1945	npc_B4	375	20002	1	5	0	24000	7	11	1	20969478
1946	npc_B4	376	20002	1	5	0	24000	7	5	1	21021826
1947	npc_B4	377	50001	6	0	0	1000	17	3	1	0
1948	npc_B4	378	50001	6	0	0	1000	17	2	1	0
1949	npc_B4	379	50001	6	0	0	1000	17	1	1	0
1950	npc_B4	380	50001	6	0	0	1000	17	0	1	0
1951	npc_B4	381	50001	6	0	0	1000	17	-1	1	0
1952	npc_B4	382	50001	6	0	0	1000	17	-2	1	0
1953	npc_B4	383	50001	6	0	0	1000	17	-3	1	0
1954	npc_B4	384	40002	6	2	0	17000	-1	-14	1	2684097
1955	npc_B4	385	20003	2	3	0	4750	-8	13	1	2021683
1956	npc_B4	386	50001	6	0	0	1000	17	4	1	0
1957	npc_B4	387	50001	6	0	0	1000	17	5	1	3000
1958	npc_B4	388	50001	6	0	0	1000	17	6	1	2060
1959	npc_B4	389	50001	6	0	0	1000	17	7	1	0
1960	npc_B4	390	50001	6	0	0	1000	17	8	1	2909
1961	npc_B4	391	50001	6	0	0	1000	17	9	1	0
1962	npc_B4	392	50001	6	0	0	1000	17	10	1	3000
1963	npc_B4	393	50001	6	0	0	1000	17	11	1	1870
1964	npc_B4	394	50001	6	0	0	1000	17	12	1	0
1965	npc_B4	395	40002	6	3	0	22000	13	4	1	18000000
1966	npc_B4	396	50001	6	0	0	1000	17	13	1	0
1967	npc_B4	397	50001	6	0	0	1000	17	14	1	0
1968	npc_B4	398	50001	6	0	0	1000	17	16	1	0
1969	npc_B4	399	50001	6	0	0	1000	17	15	1	0
1970	npc_B4	400	50001	6	0	0	1000	-8	21	1	0
1971	npc_B4	401	50001	6	0	0	1000	-6	21	1	0
1972	npc_B4	402	50001	6	0	0	1000	-7	21	1	0
1973	npc_B4	403	50001	6	0	0	1000	-5	21	1	0
1974	npc_B4	404	50001	6	0	0	1000	-4	21	1	0
1975	npc_B4	405	50001	6	0	0	1000	-9	21	1	0
1976	npc_B4	406	50001	6	0	0	1000	-3	21	1	0
1977	npc_B4	407	50001	6	0	0	1000	-2	21	1	0
1978	npc_B4	408	50001	6	0	0	1000	0	21	1	0
1979	npc_B4	409	50001	6	0	0	1000	-1	21	1	0
1980	npc_B4	410	50001	6	0	0	1000	1	21	1	0
1981	npc_B4	411	50001	6	0	0	1000	2	21	1	1406
1982	npc_B4	412	50001	6	0	0	1000	3	21	1	0
1983	npc_B4	413	50001	6	0	0	1000	12	19	1	0
1984	npc_B4	417	50001	6	0	0	1000	3	20	1	0
1985	npc_B4	418	50001	6	0	0	1000	12	18	1	0
1986	npc_B4	419	50001	6	0	0	1000	12	20	1	0
1987	npc_B4	420	50001	6	0	0	1000	17	17	1	704
1988	npc_B4	421	50001	6	0	0	1000	17	18	1	0
1989	npc_B4	422	50001	6	0	0	1000	3	19	1	0
1990	npc_B4	423	50001	6	0	0	1000	12	21	1	0
1991	npc_B4	424	50001	6	0	0	1000	13	21	1	0
1992	npc_B4	425	50001	6	0	0	1000	14	21	1	0
1993	npc_B4	426	50001	6	0	0	1000	15	21	1	0
1994	npc_B4	427	50001	6	0	0	1000	16	21	1	0
1995	npc_B4	428	50001	6	0	0	1000	17	19	1	0
1996	npc_B4	429	50001	6	0	0	1000	-13	7	1	0
1997	npc_B4	430	50001	6	0	0	1000	-13	6	1	0
1998	npc_B4	431	50001	6	0	0	1000	17	21	1	0
1999	npc_B4	432	50001	6	0	0	1000	-13	5	1	0
2000	npc_B4	433	50001	6	0	0	1000	-13	9	1	0
2001	npc_B4	434	50001	6	0	0	1000	-13	8	1	0
2002	npc_B4	435	50001	6	0	0	1000	-13	10	1	0
2003	npc_B4	436	50001	6	0	0	1000	-13	12	1	0
2004	npc_B4	437	50001	6	0	0	1000	-13	11	1	0
2005	npc_B4	438	50001	6	0	0	1000	-13	13	1	0
2006	npc_B4	439	50001	6	0	0	1000	-13	14	1	0
2007	npc_B4	440	50001	6	0	0	1000	-13	15	1	0
2008	npc_B4	441	50001	6	0	0	1000	-13	16	1	0
2009	npc_B4	442	50001	6	0	0	1000	-13	17	1	0
2010	npc_B4	443	50001	6	0	0	1000	-12	21	1	0
2011	npc_B4	444	50001	6	0	0	1000	-13	21	1	0
2012	npc_B4	445	50001	6	0	0	1000	-11	21	1	0
2013	npc_B4	446	50001	6	0	0	1000	-10	21	1	0
2014	npc_B4	447	50001	6	0	0	1000	-13	18	1	0
2015	npc_B4	448	50001	6	0	0	1000	17	20	1	0
2016	npc_B4	449	50001	6	0	0	1000	-13	20	1	0
2017	npc_B4	450	50001	6	0	0	1000	-13	19	1	0
2018	npc_B4	451	50001	6	0	0	1000	17	-4	1	0
2019	npc_B4	452	50001	6	0	0	1000	17	-5	1	719
2020	npc_B4	453	50001	6	0	0	1000	17	-6	1	0
2021	npc_B4	454	50001	6	0	0	1000	17	-7	1	0
2022	npc_B4	455	50001	6	0	0	1000	17	-8	1	0
2023	npc_B4	456	50001	6	0	0	1000	17	-9	1	0
2024	npc_B4	457	50001	6	0	0	1000	17	-10	1	0
2025	npc_B4	458	50001	6	0	0	1000	17	-11	1	0
2026	npc_B4	459	50001	6	0	0	1000	17	-12	1	0
2027	npc_B4	460	50001	6	0	0	1000	17	-13	1	0
2028	npc_B4	461	50001	6	0	0	1000	17	-14	1	0
2029	npc_B4	462	50001	6	0	0	1000	17	-15	1	0
2030	npc_B4	463	50001	6	0	0	1000	17	-16	1	0
2031	npc_B4	464	50001	6	0	0	1000	17	-17	1	0
2032	npc_B4	465	50001	6	0	0	1000	16	-17	1	0
2033	npc_B4	466	50001	6	0	0	1000	15	-17	1	1810
2034	npc_B4	467	50001	6	0	0	1000	14	-17	1	0
2035	npc_B4	468	50001	6	0	0	1000	13	-17	1	0
2036	npc_B4	469	50001	6	0	0	1000	12	-17	1	0
2037	npc_B4	470	50001	6	0	0	1000	11	-17	1	0
2038	npc_B4	471	50001	6	0	0	1000	10	-17	1	0
2039	npc_B4	472	50001	6	0	0	1000	9	-17	1	480
2040	npc_B4	473	50001	6	0	0	1000	8	-17	1	0
2041	npc_B4	474	50001	6	0	0	1000	7	-17	1	0
2042	npc_B4	475	50001	6	0	0	1000	6	-17	1	0
2043	npc_B4	476	50001	6	0	0	1000	5	-17	1	0
2044	npc_B4	477	50001	6	0	0	1000	4	-17	1	0
2045	npc_B4	478	50001	6	0	0	1000	3	-17	1	0
2046	npc_B4	479	50001	6	0	0	1000	2	-17	1	0
2047	npc_B4	480	50001	6	0	0	1000	1	-17	1	0
2048	npc_B4	481	50001	6	0	0	1000	0	-17	1	0
2049	npc_B4	482	50001	6	0	0	1000	-1	-17	1	0
2050	npc_B4	483	50001	6	0	0	1000	-2	-17	1	0
2051	npc_B4	484	50001	6	0	0	1000	-3	-17	1	0
2052	npc_B4	485	50001	6	0	0	1000	-4	-17	1	0
2053	npc_B4	486	50001	6	0	0	1000	-5	-17	1	0
2054	npc_B4	487	50001	6	0	0	1000	-6	-17	1	0
2055	npc_B4	488	50001	6	0	0	1000	-7	-17	1	0
2056	npc_B4	489	50001	6	0	0	1000	-8	-17	1	316
2057	npc_B4	490	50001	6	0	0	1000	-9	-17	1	0
2058	npc_B4	491	50001	6	0	0	1000	-10	-17	1	0
2059	npc_B4	492	50001	6	0	0	1000	-11	-17	1	0
2060	npc_B4	493	50001	6	0	0	1000	-12	-17	1	0
2061	npc_B4	494	50001	6	0	0	1000	-13	-17	1	0
2062	npc_B4	495	50001	6	0	0	1000	-13	4	1	2502
2063	npc_B4	496	50001	6	0	0	1000	-13	3	1	465
2064	npc_B4	497	50001	6	0	0	1000	-13	1	1	0
2065	npc_B4	498	50001	6	0	0	1000	-13	2	1	0
2066	npc_B4	499	50001	6	0	0	1000	-13	0	1	0
2067	npc_B4	500	50001	6	0	0	1000	-13	-1	1	0
2068	npc_B4	501	50001	6	0	0	1000	-13	-2	1	0
2069	npc_B4	502	50001	6	0	0	1000	-13	-3	1	0
2070	npc_B4	503	50001	6	0	0	1000	-13	-4	1	0
2071	npc_B4	504	50001	6	0	0	1000	-13	-5	1	0
2072	npc_B4	505	50001	6	0	0	1000	-13	-6	1	0
2073	npc_B4	506	50001	6	0	0	1000	-13	-7	1	0
2074	npc_B4	507	50001	6	0	0	1000	-13	-8	1	0
2075	npc_B4	508	50001	6	0	0	1000	-13	-9	1	0
2076	npc_B4	509	50001	6	0	0	1000	-13	-10	1	0
2077	npc_B4	510	50001	6	0	0	1000	-13	-11	1	0
2078	npc_B4	511	50001	6	0	0	1000	-13	-12	1	0
2079	npc_B4	512	50001	6	0	0	1000	-13	-13	1	0
2080	npc_B4	513	50001	6	0	0	1000	-13	-14	1	0
2081	npc_B4	514	50001	6	0	0	1000	-13	-15	1	0
2082	npc_B4	515	50001	6	0	0	1000	-13	-16	1	0
2083	npc_B4	516	20004	2	3	0	4750	5	-14	1	2015296
2084	npc_B4	517	40001	6	2	1	17000	-1	17	1	2699312
2085	npc_B4	518	40002	6	3	1	22000	-12	15	1	18000000
2086	npc_B4	521	40003	6	0	1	15000	-12	0	1	17997469
2087	npc_B4	525	40002	6	2	1	17000	13	17	1	2699649
2088	npc_B4	526	40001	6	3	0	22000	-8	-16	1	8083516
2089	npc_B4	527	40002	6	3	0	22000	13	-16	1	17999729
2090	npc_B4	528	50001	6	0	0	1000	3	18	1	0
2094	npc_B4	541	40001	6	3	1	22000	-12	-8	1	8086048
2095	npc_B4	542	50001	6	0	0	1000	-14	12	1	0
2096	npc_B4	543	40002	6	2	1	17000	-1	22	1	2699056
2097	npc_B4	544	40001	6	2	1	17000	13	22	1	2695860
